"NoForm","sHogar","CodPersona","P_003","P_004","P_006","P_007","P_014","P_015","P_016","P_017","P_018","P_019","P_020","P_021","P_022","P_023","P_024","P_025","P_026","P_027","P_028","P_029","P_030","P_031","P_032","P_033","P_034","P_035","P_036","P_037","P_038","P_039","P_040","P_041","P_042","P_043","P_044","P_045","P_046","P_047","P_048","P_049","P_050","P_051","P_052","P_053","P_054","P_055","P_056","P_057","P_058","P_060","P_061","P_062","P_063","P_064","P_065","P_066","P_067","P_068","P_069","P_070","P_071","P_072","P_073","P_074","P_075","P_076","P_077","P_078","P_079","P_080","P_081","P_082","P_083","P_084","P_085","P_086","P_087","P_088","P_089","P_090","P_091","P_092","P_093","P_094","P_095","P_096","P_097","P_098","P_099","P_100","P_101","P_102","P_103","P_104","P_105","P_106","P_107","P_108","P_109","P_110","P_111","P_112","P_113","P_114","P_115","P_116","P_117","P_118","P_119","P_120","P_121","P_122","P_123","P_124","P_125","P_126","P_127","P_128","P_129","P_130","P_131","P_132","P_133","P_134","P_135_1","P_135_2","P_135_3","P_135_4","P_136_1","P_136_2","P_136_3","P_136_4","P_136_5","P_137","P_138_1","P_138_2","P_138_3","P_139","P_140","P_141","P_142","P_143","P_144","P_145","P_146","P_147","P_148","P_149","P_150","P_151","P_152","P_153","P_154","P_155","P_156","P_157","P_158","P_159","P_160","P_161","P_162","P_163","P_164","P_165","P_166","P_167","P_168","P_169","P_170","P_171","P_172","P_173","P_174","P_175","P_176","P_177","P_178","P_179","P_180","P_181","P_182","P_183","P_184","P_185","P_186","P_187","P_188","P_189","P_190","P_191","P_192","P_193","P_194","P_195","P_196","P_197","P_198","P_199","P_200","P_201","P_202","P_203","P_204","P_205","P_206","P_207","P_208","P_209","P_210_a","P_210_b","P_210_c","P_211","P_212","P_213","P_215","P_216","P_217","P_218","P_219","P_220","P_221","P_222","P_223_1","P_223_2","P_224","P_225","P_226_1","P_226_2","P_226_3","P_227","P_228","P_229","P_230","P_231_1","P_231_2","P_232","P_233","P_234","P_235","P_236","P_237","P_238","P_239","P_240","P_241","P_242","P_243","P_244","P_245","P_246","P_247","P_248","P_249","P_250","P_251","P_252","P_253","P_254","P_255","P_256","P_257","P_258","P_259","P_260","P_261","P_262","P_263","P_264","P_265","P_266","P_267","P_268","P_269","P_270","P_271","P_272","P_273","P_274","P_275","P_276","P_277","P_278","P_279","P_280","P_281","P_284","P_285","P_286","P_287","P_288","P_289","P_290","P_291","P_292","P_293","P_294","P_295","P_296","P_297","P_298","P_299","P_300","P_301","P_302","P_303","P_304","P_305","P_306","P_307","P_308","P_309","P_310","P_311","P_315","P_316","P_317","P_318","P_319","P_320","FEV","FEH","FEP"
5840,1,2,1,2,1,16,3,1,4,9,1,4,1,0,0,1,1,0,2,0,4,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,2,-88,-88,1,1,2,-88,1,1,2,2,-88,6,10,7,1,3,6,1,0,3,2,0,0,1,-88,-88,-88,1,1,0,2,1,0,1,0,0,0,0,1,1,0,1,0,1,1,3,0,0,0,1,1,1,950000,0,0,320000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,500000,0,0,270000,0,-88,200000,150000,0,1120000,0,0,0,600000,0,0,-88,0,100000,4,3,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,4,4,2,2,1,1,4,-98,-98,-98,2,4,4,6,8,8,2,2,2,2,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,3,2,3,4,4,4,4,4,4,2,2,2,7,6,7,7,7,4,8,8,2,2,2,2,1,3,2,2,-88,-88,1,1,1,1,1,8,7,7,7,5,3,2,1,2,1,2,48,2,4,1,-88,-88,-88,-88,-88,-88,-88,1,48,-88,-88,12,-88,2,1,2,11,-88,-88,4,4,0,2,2,3,4,2,5,2,2,2,2,2,2,2,65,155,5,2,2,1,0,2,0,2,1,-88,1,-88,9,2,2,-88,-88,-88,-88,0,-88,-88,-88,5,-88,2,-99,0,0,0,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,9,0,-88,0,0,0,0,-88,0,0,0,40,-88,-88,-88,0,0,2,-88,-88,139.484375,140.9479167,176.8235294
5840,1,3,1,2,1,16,3,1,4,9,1,4,1,0,0,1,1,0,2,0,4,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,2,-88,-88,1,1,2,-88,1,1,2,2,-88,6,10,7,1,3,6,1,0,3,2,0,0,1,-88,-88,-88,1,1,0,2,1,0,1,0,0,0,0,1,1,0,1,0,1,1,3,0,0,0,1,1,1,950000,0,0,320000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,500000,0,0,270000,0,-88,200000,150000,0,1120000,0,0,0,600000,0,0,-88,0,100000,4,3,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,4,4,2,2,1,1,4,-98,-98,-98,2,4,4,6,8,8,2,2,2,2,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,3,2,3,4,4,4,4,4,4,2,2,2,7,6,7,7,7,4,8,8,2,2,2,2,1,3,2,2,-88,-88,1,1,1,1,1,8,7,7,7,5,3,3,2,2,1,3,23,1,4,1,-88,-88,-88,-88,-88,-88,-88,1,23,-88,-88,5,12,2,1,1,-88,4,3,7,8,2,-88,2,3,4,2,5,2,2,2,2,2,2,2,58,163,4,1,1,1,-98,-88,-98,-88,-98,-88,1,-88,6,2,1,-88,-88,-88,-88,-88,-88,-88,-88,5,-88,2,1,500000,500000,6,7,-88,-88,-88,-88,-88,-88,-88,-88,-88,6,0,-88,0,0,0,0,-88,0,0,0,10,2,1,28800000,0,0,2,-88,-88,139.484375,140.9479167,197.5
5841,1,1,2,-88,1,16,3,1,4,9,1,4,1,1,1,0,1,2,2,0,7,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,2,-88,1,1,2,2,-88,6,10,8,1,2,6,2,0,4,2,0,0,0,-88,-88,-88,1,1,0,2,0,0,0,1,0,1,0,1,0,1,1,0,1,1,2,0,0,0,1,2,1,1000000,0,0,230000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,0,0,-88,260000,50000,-88,70000,150000,0,530000,0,0,0,200000,0,2000000,-88,-88,0,3,7,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,4,4,2,-98,1,2,5,-99,-99,-99,3,5,5,1,7,8,2,2,2,2,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,2,2,2,3,3,4,4,4,4,2,2,2,8,8,8,8,8,4,8,8,2,2,2,2,2,3,2,1,1,8,-99,2,-88,1,1,8,8,8,8,6,2,1,2,2,1,1,76,2,4,1,-88,-88,-88,-88,-88,-88,-88,1,76,-88,-88,12,12,2,1,2,1,-88,-88,4,4,0,2,2,2,4,3,5,1,2,2,1,2,2,2,72,168,2,2,2,2,1,-88,0,2,1,-88,1,-88,9,-88,2,-88,-88,-88,-88,0,-88,-88,-88,5,-88,2,2,0,0,0,10,-88,-88,-88,0,-88,-88,-88,-88,-88,9,0,-88,0,-88,0,-88,-88,0,0,24000000,20,2,2,24000000,0,0,2,-88,-88,139.484375,140.9479167,98.725
5841,1,2,2,-88,1,16,3,1,4,9,1,4,1,1,1,0,1,2,2,0,7,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,2,-88,1,1,2,2,-88,6,10,8,1,2,6,2,0,4,2,0,0,0,-88,-88,-88,1,1,0,2,0,0,0,1,0,1,0,1,0,1,1,0,1,1,2,0,0,0,1,2,1,1000000,0,0,230000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,0,0,-88,260000,50000,-88,70000,150000,0,530000,0,0,0,200000,0,2000000,-88,-88,0,3,7,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,4,4,2,-98,1,2,5,-99,-99,-99,3,5,5,1,7,8,2,2,2,2,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,2,2,2,3,3,4,4,4,4,2,2,2,8,8,8,8,8,4,8,8,2,2,2,2,2,3,2,1,1,8,-99,2,-88,1,1,8,8,8,8,6,2,2,1,1,2,2,74,2,4,1,-88,-88,-88,-88,-88,-88,-88,1,74,-88,-88,12,12,2,1,2,1,-88,-88,4,4,0,2,2,2,4,3,5,1,2,2,2,2,2,2,68,165,2,2,2,2,1,-88,0,2,1,-88,1,-88,9,-88,2,-88,-88,-88,-88,0,-88,-88,-88,5,-88,2,2,0,0,0,10,-88,-88,-88,0,-88,-88,-88,-88,-88,9,0,-88,0,-88,0,-88,-88,0,0,0,10,2,2,0,0,0,2,-88,-88,139.484375,140.9479167,81.43478261
5842,1,1,2,-88,1,16,3,1,4,9,1,4,1,0,0,1,1,0,3,0,5,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,-88,1,3,2,2,-88,6,10,10,1,3,6,1,0,4,3,1,0,0,0,0,1,1,1,0,4,0,1,0,1,0,1,0,1,0,1,1,0,1,1,4,0,0,0,1,2,2,0,550000,0,0,-88,-88,-88,-88,0,0,0,200000,0,-88,0,-88,0,0,1000000,100000,120000,500000,100000,-88,150000,1000000,0,2970000,0,0,0,2000000,0,0,-88,0,0,4,5,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,4,4,2,2,2,1,5,2,-98,-98,3,5,5,5,8,8,2,2,2,2,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,2,2,2,2,3,5,3,4,4,2,2,2,8,8,8,8,8,4,8,8,3,2,2,2,2,3,2,2,-88,-88,1,2,-88,1,1,8,8,9,7,3,2,1,2,2,1,1,53,1,3,1,-88,-88,-88,-88,-88,-88,-88,1,53,-88,-88,9,3,2,1,2,2,-88,-88,4,4,11,2,1,3,3,3,5,2,2,2,1,2,2,2,61,164,4,2,2,2,1,-88,1,-88,1,-88,2,-88,1,1,1,-88,-88,8,2,48,2,7,30,1,2,1,1,60000000,60000000,12,10,0,0,0,6000000,0,0,0,0,1,1,0,-88,0,0,0,0,-88,0,0,0,0,2,2,60000000,960000,3600000,2,-88,-88,139.484375,140.9479167,156.4583333
5842,1,2,2,-88,1,16,3,1,4,9,1,4,1,0,0,1,1,0,3,0,5,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,-88,1,3,2,2,-88,6,10,10,1,3,6,1,0,4,3,1,0,0,0,0,1,1,1,0,4,0,1,0,1,0,1,0,1,0,1,1,0,1,1,4,0,0,0,1,2,2,0,550000,0,0,-88,-88,-88,-88,0,0,0,200000,0,-88,0,-88,0,0,1000000,100000,120000,500000,100000,-88,150000,1000000,0,2970000,0,0,0,2000000,0,0,-88,0,0,4,5,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,4,4,2,2,2,1,5,2,-98,-98,3,5,5,5,8,8,2,2,2,2,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,2,2,2,2,3,5,3,4,4,2,2,2,8,8,8,8,8,4,8,8,3,2,2,2,2,3,2,2,-88,-88,1,2,-88,1,1,8,8,9,7,3,2,2,2,2,1,13,51,1,3,1,-88,-88,-88,-88,-88,-88,-88,1,51,-88,-88,12,12,2,1,2,2,-88,-88,4,4,0,2,1,3,3,3,5,2,2,2,1,2,2,2,63,165,4,2,2,2,1,-88,1,-88,1,-88,0,2,1,1,1,-88,-88,6,2,48,2,4,45,1,2,1,2,-99,-99,12,10,0,0,0,2000000,0,0,0,0,1,1,0,-88,0,0,0,0,-88,0,0,0,0,2,2,25000000,400000,1500000,2,-88,-88,139.484375,140.9479167,156.4583333
5842,1,3,2,-88,1,16,3,1,4,9,1,4,1,0,0,1,1,0,3,0,5,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,-88,1,3,2,2,-88,6,10,10,1,3,6,1,0,4,3,1,0,0,0,0,1,1,1,0,4,0,1,0,1,0,1,0,1,0,1,1,0,1,1,4,0,0,0,1,2,2,0,550000,0,0,-88,-88,-88,-88,0,0,0,200000,0,-88,0,-88,0,0,1000000,100000,120000,500000,100000,-88,150000,1000000,0,2970000,0,0,0,2000000,0,0,-88,0,0,4,5,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,4,4,2,2,2,1,5,2,-98,-98,3,5,5,5,8,8,2,2,2,2,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,2,2,2,2,3,5,3,4,4,2,2,2,8,8,8,8,8,4,8,8,3,2,2,2,2,3,2,2,-88,-88,1,2,-88,1,1,8,8,9,7,3,2,3,2,2,1,3,23,1,3,1,-88,-88,-88,-88,-88,-88,-88,1,23,-88,-88,12,12,2,1,2,2,-88,-88,4,4,11,2,1,3,3,3,5,2,2,2,1,2,2,2,60,166,4,2,2,2,1,-88,1,-88,1,-88,0,2,1,1,1,-88,-88,7,2,48,2,4,30,1,2,1,1,1200000,1200000,24,10,0,0,0,0,0,0,0,0,1,1,0,-88,0,0,0,0,-88,0,0,0,0,2,2,12000000,192000,720000,2,-88,-88,139.484375,140.9479167,197.5
5843,1,1,2,-88,1,16,3,1,5,9,1,3,1,1,1,0,1,0,3,1,7,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,2,-88,-88,1,1,1,1,2,-88,-88,-88,1,6,10,7,1,2,6,1,0,6,2,0,0,0,-88,-88,-88,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2,0,0,0,1,4,3,0,0,500000,-88,-88,-88,-88,180000,40000,0,0,0,0,-88,0,-88,0,0,700000,0,0,0,0,-88,40000,0,0,740000,0,100000,50000,500000,0,0,-88,0,0,4,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,-88,2,4,4,-98,2,2,1,4,-98,-98,-98,1,0,5,4,10,10,1,1,1,1,1,1,1,1,1,1,-88,-88,-88,-88,-88,-88,4,4,4,5,3,4,4,4,4,2,2,2,7,7,9,8,8,3,8,6,2,2,2,2,2,2,2,2,-88,-88,1,2,-88,2,2,8,5,8,8,6,4,1,2,2,1,1,55,4,3,1,-88,-88,-88,-88,-88,-88,-88,1,55,-88,-88,12,-88,2,1,2,1,-88,-88,0,2,1,2,3,3,1,4,2,2,2,2,2,2,1,2,56,150,6,2,2,2,0,1,0,1,0,1,0,1,3,1,2,-88,-88,9,2,40,1,1,60,5,-88,2,5,600000,600000,25,0,0,0,0,0,0,0,0,0,-98,2,0,-88,0,0,0,0,-88,0,0,0,20,-88,-88,-88,0,0,2,-88,-88,139.484375,140.9479167,115.4487179
5843,1,2,2,-88,1,16,3,1,5,9,1,3,1,1,1,0,1,0,3,1,7,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,2,-88,-88,1,1,1,1,2,-88,-88,-88,1,6,10,7,1,2,6,1,0,6,2,0,0,0,-88,-88,-88,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2,0,0,0,1,4,3,0,0,500000,-88,-88,-88,-88,180000,40000,0,0,0,0,-88,0,-88,0,0,700000,0,0,0,0,-88,40000,0,0,740000,0,100000,50000,500000,0,0,-88,0,0,4,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,-88,2,4,4,-98,2,2,1,4,-98,-98,-98,1,0,5,4,10,10,1,1,1,1,1,1,1,1,1,1,-88,-88,-88,-88,-88,-88,4,4,4,5,3,4,4,4,4,2,2,2,7,7,9,8,8,3,8,6,2,2,2,2,2,2,2,2,-88,-88,1,2,-88,2,2,8,5,8,8,6,4,2,2,2,1,7,53,4,3,1,-88,-88,-88,-88,-88,-88,-88,1,53,-88,-88,12,-88,2,2,2,12,-88,-88,0,0,0,2,3,1,6,4,5,1,1,1,2,1,1,1,60,150,6,2,1,1,0,1,0,1,0,1,1,-88,8,2,2,-88,-88,-88,-88,0,-88,-88,-88,-88,-88,-88,-99,0,0,0,-99,-88,-88,-88,-88,-88,-88,-88,-88,-88,8,0,-88,0,0,0,240000,-88,0,240000,0,0,-88,-88,-88,0,0,2,-88,-88,139.484375,140.9479167,156.4583333
5844,1,1,2,-88,1,16,3,1,4,9,1,4,1,0,0,1,1,0,0,1,3,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,2,2,-88,2,-88,-88,-88,1,6,10,6,1,1,6,1,0,2,0,0,0,0,-88,-88,-88,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,600000,0,0,180000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,200000,0,-88,150000,0,-88,80000,0,0,430000,0,0,0,100000,0,0,-88,-88,0,3,5,2,1,2,2,2,2,2,2,2,1,2,2,2,2,-88,2,3,3,2,2,2,1,3,-98,-98,-98,2,4,4,4,7,7,2,2,2,2,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,2,2,2,2,2,3,4,4,4,2,2,2,8,8,8,8,8,3,8,8,2,2,2,2,2,2,2,2,-88,-88,1,2,-88,2,2,8,6,8,3,6,4,1,2,2,1,1,57,1,3,1,-88,-88,-88,-88,-88,-88,-88,1,57,-88,-88,12,12,2,1,2,10,-88,-88,4,4,11,1,2,3,5,3,5,2,2,2,2,2,2,2,60,158,6,2,2,2,0,1,0,1,0,1,0,2,1,1,2,-88,-88,6,3,48,2,4,45,1,2,1,1,1000000,450000,24,7,0,0,0,600000,1000000,0,0,0,2,1,0,-88,0,0,0,0,-88,0,0,0,20,2,2,11000000,1000000,660000,2,-88,-88,139.484375,140.9479167,115.4487179
5845,1,1,2,-88,1,16,3,1,4,10,1,4,1,1,0,0,1,1,2,0,5,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,-88,2,-88,-88,-88,2,6,10,8,1,1,6,1,0,3,2,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,2,1,1600000,0,0,350000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,800000,0,400000,0,0,-88,0,300000,0,1500000,0,0,0,900000,0,0,-88,0,0,4,7,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-88,1,2,2,2,2,2,1,3,2,2,2,2,0,0,0,6,9,2,2,2,2,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,4,5,4,5,5,2,3,3,3,2,2,2,8,6,7,10,10,4,8,8,2,2,2,2,2,3,2,1,1,3,1,2,-88,1,1,0,8,8,6,5,5,1,2,2,1,1,58,4,3,1,-88,-88,-88,-88,-88,-88,-88,1,58,-88,-88,12,12,2,1,2,2,-88,-88,7,7,0,2,1,3,4,4,5,1,2,1,2,2,2,2,65,168,6,2,2,2,1,-88,0,4,0,4,-98,-88,9,1,2,-88,-88,-88,3,0,-88,-88,-88,4,-88,2,-99,0,0,0,0,0,0,0,0,0,0,0,200000,1,1,0,-88,0,0,0,0,-88,0,0,0,0,2,-98,0,0,0,2,-88,-88,139.484375,140.9479167,115.4487179
5846,1,1,2,-88,1,16,3,1,5,10,1,5,1,1,0,0,1,1,3,0,6,1,1,2,2,2,-88,-88,1,1,1,1,2,2,1,1,2,1,1,1,1,2,-88,-88,-88,2,6,10,10,1,2,6,1,0,4,3,0,0,0,-88,-88,-88,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,3,0,0,1800000,0,-88,-88,-88,-88,680000,0,0,0,0,-88,0,-88,0,0,1200000,0,-88,0,0,-88,0,0,0,1200000,0,0,0,0,0,0,-88,-88,0,4,7,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,-98,1,3,2,2,2,2,0,0,1,8,6,2,2,2,2,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,5,5,4,5,5,2,3,3,3,2,1,2,8,7,6,10,10,4,9,7,2,2,2,2,2,3,3,1,1,3,2,2,-88,1,1,0,8,5,7,5,3,1,2,2,1,1,63,2,3,1,-88,-88,-88,-88,-88,-88,-88,1,63,-88,-88,18,12,2,1,2,2,-88,-88,4,4,0,2,1,3,2,2,4,1,2,2,2,2,2,2,55,165,2,2,2,2,-98,-88,-98,-88,-98,-88,-98,-88,9,-88,2,-88,-88,-88,-88,0,-88,-88,-88,5,-88,2,-98,0,0,0,-98,-88,-88,-88,0,-88,-88,-88,-88,-88,9,0,-88,0,-88,0,-88,-88,0,0,0,0,2,2,0,0,0,2,-88,-88,139.484375,140.9479167,118.1756757
5846,1,2,2,-88,1,16,3,1,5,10,1,5,1,1,0,0,1,1,3,0,6,1,1,2,2,2,-88,-88,1,1,1,1,2,2,1,1,2,1,1,1,1,2,-88,-88,-88,2,6,10,10,1,2,6,1,0,4,3,0,0,0,-88,-88,-88,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,3,0,0,1800000,0,-88,-88,-88,-88,680000,0,0,0,0,-88,0,-88,0,0,1200000,0,-88,0,0,-88,0,0,0,1200000,0,0,0,0,0,0,-88,-88,0,4,7,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,-98,1,3,2,2,2,2,0,0,1,8,6,2,2,2,2,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,5,5,4,5,5,2,3,3,3,2,1,2,8,7,6,10,10,4,9,7,2,2,2,2,2,3,3,1,1,3,2,2,-88,1,1,0,8,5,7,5,3,2,1,1,2,2,69,2,3,1,-88,-88,-88,-88,-88,-88,-88,1,69,-88,-88,12,12,2,1,2,2,-88,-88,4,4,0,2,1,3,2,2,4,1,2,2,2,2,2,2,63,169,2,2,2,2,-98,-88,-98,-88,-98,-88,-98,-88,9,-88,2,-88,-88,-88,-88,0,-88,-88,-88,5,-88,2,-98,0,0,0,-98,-88,-88,-88,0,-88,-88,-88,-88,-88,9,0,-88,0,-88,0,-88,-88,0,0,0,0,2,2,0,0,0,2,-88,-88,139.484375,140.9479167,103.4693878
5847,1,1,2,-88,1,16,3,1,5,10,1,5,1,2,1,0,1,0,2,0,6,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,-88,2,-88,-88,-88,2,6,10,10,1,1,6,1,0,5,2,0,0,0,-88,-88,-88,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,3,0,0,2200000,0,-88,-88,-88,-88,680000,0,0,0,0,-88,0,-88,0,0,1100000,0,-88,0,0,-88,0,0,0,1100000,0,0,0,0,0,0,-88,-88,0,3,6,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,2,2,1,3,-98,-98,1,1,0,0,0,7,8,2,2,2,2,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,4,5,4,5,5,4,3,3,3,2,1,2,7,5,8,8,9,4,8,8,2,2,2,2,2,3,3,1,1,6,2,-88,-88,1,1,0,9,6,6,6,5,1,2,2,1,1,69,3,3,1,-88,-88,-88,-88,-88,-88,-88,1,69,-88,-88,21,12,2,1,2,2,-88,-88,5,5,0,2,1,3,3,1,5,1,2,2,2,2,2,2,78,160,6,2,2,2,-99,-88,0,2,0,2,0,2,-98,-88,2,-88,-88,7,-98,0,-98,-99,0,-98,-98,-98,-98,0,0,0,0,-88,-88,-88,0,-88,-88,-88,-88,-88,9,0,-88,0,-88,0,-88,-88,0,0,0,8,2,-99,0,0,0,2,-88,-88,139.484375,140.9479167,123.2903226
5848,1,1,2,-88,1,16,3,1,5,10,1,5,1,1,0,0,1,1,2,0,5,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,2,-88,1,2,2,2,-88,6,10,8,1,1,6,1,0,3,2,0,0,1,-88,-88,-88,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,1,1900000,0,0,450000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,800000,250000,-88,0,0,-88,0,300000,0,1350000,0,0,0,700000,0,0,-88,-88,0,4,6,2,1,1,1,2,2,2,2,1,2,2,2,2,1,3,1,3,3,2,2,2,1,2,2,2,2,3,0,0,0,7,8,2,2,2,2,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,5,4,4,3,5,3,3,3,2,2,1,2,8,6,8,10,10,3,9,6,2,2,2,2,2,3,2,1,1,4,1,2,-88,1,1,0,0,0,8,4,6,1,1,1,2,1,59,2,3,1,-88,-88,-88,-88,-88,-88,-88,1,59,-88,-88,21,12,2,1,2,2,-88,-88,4,4,0,2,1,3,4,3,2,2,2,2,2,2,2,2,73,165,6,2,2,2,-99,-88,-99,-88,-99,-88,-99,-88,-98,-88,2,-88,-88,8,-99,0,-99,1,20,5,-99,-99,-98,0,0,0,0,-88,-88,-88,0,-88,-88,-88,-88,-88,9,0,-88,0,-88,0,-88,-88,0,0,0,0,2,-99,0,0,0,2,-88,-88,139.484375,140.9479167,209.34375
5849,1,1,2,-88,1,16,3,1,3,10,1,5,1,0,0,0,0,0,1,1,2,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,2,-88,1,2,2,2,-88,6,10,7,1,1,1,-88,-88,2,1,0,0,0,-88,-88,-88,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,-88,2,0,850000,0,0,-88,-88,-88,-88,0,0,0,0,0,-88,0,-88,0,0,350000,200000,-88,0,0,-88,35000,0,0,585000,0,0,0,0,0,0,-88,-88,0,3,6,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,3,2,2,2,2,0,0,0,8,8,1,2,2,2,2,1,2,2,2,2,-88,-88,-88,-88,-88,-88,5,4,4,5,5,3,3,3,2,2,1,2,8,7,8,9,8,4,9,8,3,2,2,2,2,3,2,1,1,6,1,-99,-99,1,2,0,8,7,5,6,5,1,2,2,1,1,43,1,3,1,-88,-88,-88,-88,-88,-88,-88,1,43,-88,-88,12,12,2,1,2,2,-88,-88,7,7,0,2,1,3,2,2,3,2,2,2,2,2,2,2,62,178,2,2,2,2,2,-88,0,4,2,-88,2,-88,1,1,1,-88,-88,8,3,10,2,8,60,1,2,1,1,20000000,20000000,1,7,600000,4000000,0,0,0,0,0,0,2,1,0,-88,0,0,0,0,-88,0,0,0,5,2,2,0,0,0,2,-88,-88,139.484375,140.9479167,154.1454545
5850,1,1,2,-88,1,16,3,1,4,10,1,5,1,1,0,0,1,0,3,0,5,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,2,-88,2,-88,-88,-88,1,6,10,8,1,1,6,1,0,4,3,0,0,0,-88,-88,-88,1,1,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,2,3,0,0,1800000,0,-88,-88,-88,-88,750000,0,0,0,0,-88,0,-88,0,0,1200000,0,-88,0,0,-88,0,0,0,1200000,0,0,0,0,0,0,-88,-88,0,4,6,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,2,2,1,3,2,2,2,2,0,0,0,8,8,1,2,2,2,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,4,4,4,5,4,2,3,3,3,2,1,2,8,7,8,10,10,4,7,9,2,2,2,2,2,3,2,1,1,7,1,2,-88,1,1,0,8,6,5,4,4,1,2,2,1,1,57,3,3,1,-88,-88,-88,-88,-88,-88,-88,1,57,-88,-88,12,12,2,1,2,2,-88,-88,4,4,11,2,1,3,2,2,5,2,2,2,2,2,2,2,63,158,6,2,2,2,-99,-88,-99,-88,-99,-88,-99,-88,9,-88,2,-88,-88,-88,-88,0,-88,-88,-88,-88,-88,2,-98,0,0,0,0,-88,-88,-88,0,-88,-88,-88,-88,-88,9,0,-88,0,-88,0,-88,-88,0,0,0,0,2,-98,0,0,0,2,-88,-88,139.484375,140.9479167,115.4487179
